Summary,,,,,,,,,,,,,,,,,,,,,,,,
Study Name,2 - Mason Creek Dr at Provincal Blvd,,,,,,,,,,,,,,,,,,,,,,,
Project,Harris County - Open PO 2020,,,,,,,,,,,,,,,,,,,,,,,
Project Code,,,,,,,,,,,,,,,,,,,,,,,,
Legs and Movements,All Processed Legs & Movements,,,,,,,,,,,,,,,,,,,,,,,
Bin Size,1 hour,,,,,,,,,,,,,,,,,,,,,,,
Time Zone,America/Chicago,,,,,,,,,,,,,,,,,,,,,,,
Start Time,6/30/2020 6:00,,,,,,,,,,,,,,,,,,,,,,,
End Time,6/30/2020 19:00,,,,,,,,,,,,,,,,,,,,,,,
Location,Mason Creek Dr at Provincal Blvd,,,,,,,,,,,,,,,,,,,,,,,
Latitude and Longitude,"29.778299,-95.745782",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
AM Peak,10 AM - 11 AM (0.900),,,,,,,,,,,,,,,,,,,,,,,
Midday Peak,11:30 AM - 12:30 PM (0.912),,,,,,,,,,,,,,,,,,,,,,,
PM Peak (Overall Peak Hour),4:45 PM - 5:45 PM (0.826),,,,,,,,,,,,,,,,,,,,,,,
Lights,,,,,,,,,,,,,,,,,,,,,,,,
Entry,Mason Creek Dr,,,,,,Provincal Blvd,,,,,,Mason Creek Dr,,,,,,Provincal Blvd,,,,,
Direction,Southbound,,,,,,Westbound,,,,,,Northbound,,,,,,Eastbound,,,,,
Start Time,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW
6/30/2020 6:00,14,15,13,0,0,0,29,45,7,0,0,0,2,10,3,0,0,0,3,20,7,0,0,0
6/30/2020 7:00,44,13,28,0,0,0,48,86,0,0,0,0,0,1,2,0,0,0,5,46,22,1,0,0
6/30/2020 8:00,67,28,54,1,0,0,43,112,2,0,0,0,0,3,3,0,0,0,9,73,27,0,0,0
6/30/2020 9:00,54,8,38,0,0,0,35,127,4,0,0,0,3,5,6,0,0,0,4,88,24,0,0,0
6/30/2020 10:00,64,17,35,0,0,0,49,139,8,0,0,0,2,4,7,0,0,0,12,113,26,0,0,0
6/30/2020 11:00,70,4,35,1,0,0,64,181,5,0,0,0,3,5,7,0,0,0,3,147,45,0,0,0
6/30/2020 12:00,68,16,34,0,0,0,64,201,1,0,0,0,4,7,7,0,0,0,5,160,53,1,0,0
6/30/2020 13:00,53,18,46,0,0,0,62,171,5,5,0,0,1,12,2,0,0,0,8,151,57,3,0,0
6/30/2020 14:00,68,10,60,0,0,0,85,146,4,1,0,0,9,13,8,0,0,0,4,165,64,0,0,0
6/30/2020 15:00,59,4,53,0,0,0,60,145,5,1,0,0,1,16,11,0,0,0,3,127,48,1,0,0
6/30/2020 16:00,64,9,66,0,0,0,85,189,1,0,0,0,4,5,14,0,0,0,6,140,60,0,0,0
6/30/2020 17:00,60,4,84,0,0,0,93,204,1,1,0,0,2,14,9,0,0,0,3,152,72,1,0,0
6/30/2020 18:00,63,2,87,0,0,0,54,162,2,2,0,0,1,9,3,0,0,0,1,168,49,0,0,0
Articulated Trucks,,,,,,,,,,,,,,,,,,,,,,,,
Entry,Mason Creek Dr,,,,,,Provincal Blvd,,,,,,Mason Creek Dr,,,,,,Provincal Blvd,,,,,
Direction,Southbound,,,,,,Westbound,,,,,,Northbound,,,,,,Eastbound,,,,,
Start Time,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW
6/30/2020 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2020 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2020 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6/30/2020 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6/30/2020 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2020 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2020 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2020 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2020 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2020 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2020 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2020 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2020 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buses and Single-Unit Trucks,,,,,,,,,,,,,,,,,,,,,,,,
Entry,Mason Creek Dr,,,,,,Provincal Blvd,,,,,,Mason Creek Dr,,,,,,Provincal Blvd,,,,,
Direction,Southbound,,,,,,Westbound,,,,,,Northbound,,,,,,Eastbound,,,,,
Start Time,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW
6/30/2020 6:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
